CPT1/HCPCS,Mod,Status,Description,Work RVUs,Non-Facility PE RVUs,Facility PE RVUs,Mal-Practice RVUs,Total Non-Facility RVUs,Total Facility RVUs,Global
34843,,C,Endovasc visc aorta 3 graft,0.00,0.00,0.00,0.00,0.00,0.00,YYY
34844,,C,Endovasc visc aorta 4 graft,0.00,0.00,0.00,0.00,0.00,0.00,YYY
34845,,C,Visc & infraren abd 1 prosth,0.00,0.00,0.00,0.00,0.00,0.00,YYY
34846,,C,Visc & infraren abd 2 prosth,0.00,0.00,0.00,0.00,0.00,0.00,YYY
34847,,C,Visc & infraren abd 3 prosth,0.00,0.00,0.00,0.00,0.00,0.00,YYY
34848,,C,Visc & infraren abd 4+ prost,0.00,0.00,0.00,0.00,0.00,0.00,YYY
3490F,,I,History aids-defining cond,0.00,0.00,0.00,0.00,0.00,0.00,XXX
34900,,A,Endovasc iliac repr w/graft,16.85,NA,5.59,3.71,NA,26.15,090
3491F,,I,Hiv unsure baby of hiv+moms,0.00,0.00,0.00,0.00,0.00,0.00,XXX
3492F,,I,History cd4+ cell count <350,0.00,0.00,0.00,0.00,0.00,0.00,XXX
3493F,,I,No hist cd4+ cell count <350,0.00,0.00,0.00,0.00,0.00,0.00,XXX
3494F,,I,Cd4+cell count <200cells/mm3,0.00,0.00,0.00,0.00,0.00,0.00,XXX
3495F,,I,Cd4+cell cnt 200-499 cells,0.00,0.00,0.00,0.00,0.00,0.00,XXX
3496F,,I,Cd4+ cell count + 500 cells,0.00,0.00,0.00,0.00,0.00,0.00,XXX
3497F,,I,Cd4+ cell percentage <15%,0.00,0.00,0.00,0.00,0.00,0.00,XXX
3498F,,I,Cd4+ cell =15% (hiv),0.00,0.00,0.00,0.00,0.00,0.00,XXX
3500F,,I,Cd4+cell cnt/% docd as done,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35001,,A,Repair defect of artery,20.81,NA,7.14,4.72,NA,32.67,090
35002,,A,Repair artery rupture neck,22.23,NA,6.52,4.78,NA,33.53,090
35005,,A,Repair defect of artery,19.29,NA,8.88,4.74,NA,32.91,090
35011,,A,Repair defect of artery,18.58,NA,6.58,4.31,NA,29.47,090
35013,,A,Repair artery rupture arm,23.23,NA,8.15,5.33,NA,36.71,090
3502F,,I,Hiv rna vrl ld <lmts quantif,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35021,,A,Repair defect of artery,22.17,NA,8.92,5.06,NA,36.15,090
35022,,A,Repair artery rupture chest,25.70,NA,10.44,5.57,NA,41.71,090
3503F,,I,Hiv rna vrl ldnot<lmts quntf,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35045,,A,Repair defect of arm artery,18.01,NA,6.90,4.02,NA,28.93,090
35081,,A,Repair defect of artery,33.53,NA,9.89,7.69,NA,51.11,090
35082,,A,Repair artery rupture aorta,42.09,NA,12.55,9.70,NA,64.34,090
35091,,A,Repair defect of artery,35.35,NA,9.06,8.12,NA,52.53,090
35092,,A,Repair artery rupture aorta,50.97,NA,13.72,11.66,NA,76.35,090
3510F,,I,Doc tb scrng-rslts interpd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35102,,A,Repair defect of artery,36.53,NA,10.38,8.33,NA,55.24,090
35103,,A,Repair artery rupture aorta,43.62,NA,12.28,10.05,NA,65.95,090
3511F,,I,Chlmyd/gonrh tsts docd done,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35111,,A,Repair defect of artery,26.28,NA,6.50,6.06,NA,38.84,090
35112,,A,Repair artery rupture spleen,32.57,NA,14.80,7.87,NA,55.24,090
3512F,,I,Syph scrng docd as done,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35121,,A,Repair defect of artery,31.52,NA,9.66,7.22,NA,48.40,090
35122,,A,Repair artery rupture belly,37.89,NA,16.22,9.10,NA,63.21,090
3513F,,I,Hep b scrng docd as done,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35131,,A,Repair defect of artery,26.40,NA,8.28,6.05,NA,40.73,090
35132,,A,Repair artery rupture groin,32.57,NA,8.06,7.27,NA,47.90,090
3514F,,I,Hep c scrng docd as done,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35141,,A,Repair defect of artery,20.91,NA,6.72,4.79,NA,32.42,090
35142,,A,Repair artery rupture thigh,25.16,NA,7.88,5.75,NA,38.79,090
3515F,,I,Pt has docd immun to hep c,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35151,,A,Repair defect of artery,23.72,NA,7.25,5.42,NA,36.39,090
35152,,A,Repair ruptd popliteal art,27.66,NA,6.83,6.25,NA,40.74,090
3517F,,M,Hbv assess&results intrp 1yr,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35180,,A,Repair blood vessel lesion,15.10,NA,9.93,2.81,NA,27.84,090
35182,,A,Repair blood vessel lesion,31.71,NA,12.84,7.49,NA,52.04,090
35184,,A,Repair blood vessel lesion,18.82,NA,9.47,4.51,NA,32.80,090
35188,,A,Repair blood vessel lesion,18.00,NA,9.18,3.95,NA,31.13,090
35189,,A,Repair blood vessel lesion,29.98,NA,9.92,6.65,NA,46.55,090
35190,,A,Repair blood vessel lesion,13.42,NA,5.74,3.10,NA,22.26,090
3520F,,I,Cdifficile testing performed,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35201,,A,Repair blood vessel lesion,16.93,NA,6.92,3.77,NA,27.62,090
35206,,A,Repair blood vessel lesion,13.84,NA,5.78,3.12,NA,22.74,090
35207,,A,Repair blood vessel lesion,10.94,NA,8.93,1.94,NA,21.81,090
35211,,A,Repair blood vessel lesion,24.58,NA,10.11,5.37,NA,40.06,090
35216,,A,Repair blood vessel lesion,36.61,NA,14.69,8.27,NA,59.57,090
35221,,A,Repair blood vessel lesion,26.62,NA,9.89,6.12,NA,42.63,090
35226,,A,Repair blood vessel lesion,15.30,NA,5.61,3.49,NA,24.40,090
35231,,A,Repair blood vessel lesion,21.16,NA,10.99,3.86,NA,36.01,090
35236,,A,Repair blood vessel lesion,18.02,NA,6.71,4.05,NA,28.78,090
35241,,A,Repair blood vessel lesion,25.58,NA,10.30,4.21,NA,40.09,090
35246,,A,Repair blood vessel lesion,28.23,NA,11.01,6.56,NA,45.80,090
35251,,A,Repair blood vessel lesion,31.91,NA,10.73,7.43,NA,50.07,090
35256,,A,Repair blood vessel lesion,19.06,NA,6.45,4.33,NA,29.84,090
35261,,A,Repair blood vessel lesion,18.96,NA,7.73,4.42,NA,31.11,090
35266,,A,Repair blood vessel lesion,15.83,NA,5.93,3.63,NA,25.39,090
35271,,A,Repair blood vessel lesion,24.58,NA,10.11,5.61,NA,40.30,090
35276,,A,Repair blood vessel lesion,25.83,NA,10.81,5.95,NA,42.59,090
35281,,A,Repair blood vessel lesion,30.06,NA,10.35,6.84,NA,47.25,090
35286,,A,Repair blood vessel lesion,17.19,NA,6.21,3.93,NA,27.33,090
35301,,A,Rechanneling of artery,21.16,NA,7.13,4.90,NA,33.19,090
35302,,A,Rechanneling of artery,21.35,NA,6.74,4.88,NA,32.97,090
35303,,A,Rechanneling of artery,23.60,NA,7.36,5.41,NA,36.37,090
35304,,A,Rechanneling of artery,24.60,NA,7.53,5.62,NA,37.75,090
35305,,A,Rechanneling of artery,23.60,NA,7.11,5.38,NA,36.09,090
35306,,A,Rechanneling of artery,9.25,NA,1.71,2.08,NA,13.04,ZZZ
35311,,A,Rechanneling of artery,28.60,NA,10.49,6.41,NA,45.50,090
35321,,A,Rechanneling of artery,16.59,NA,5.69,3.82,NA,26.10,090
35331,,A,Rechanneling of artery,27.72,NA,8.55,6.28,NA,42.55,090
35341,,A,Rechanneling of artery,26.21,NA,7.94,6.02,NA,40.17,090
35351,,A,Rechanneling of artery,24.61,NA,7.27,5.62,NA,37.50,090
35355,,A,Rechanneling of artery,19.86,NA,5.92,4.54,NA,30.32,090
35361,,A,Rechanneling of artery,30.24,NA,7.53,6.89,NA,44.66,090
35363,,A,Rechanneling of artery,32.35,NA,11.77,7.59,NA,51.71,090
35371,,A,Rechanneling of artery,15.31,NA,5.20,3.50,NA,24.01,090
35372,,A,Rechanneling of artery,18.58,NA,5.95,4.24,NA,28.77,090
35390,,A,Reoperation carotid add-on,3.19,NA,0.77,0.72,NA,4.68,ZZZ
35400,,A,Angioscopy,3.00,NA,0.68,0.69,NA,4.37,ZZZ
3550F,,I,Low rsk thromboembolism,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35500,,A,Harvest vein for bypass,6.44,NA,1.45,1.47,NA,9.36,ZZZ
35501,,A,Art byp grft ipsilat carotid,29.09,NA,8.29,6.57,NA,43.95,090
35506,,A,Art byp grft subclav-carotid,25.33,NA,6.28,5.79,NA,37.40,090
35508,,A,Art byp grft carotid-vertbrl,26.09,NA,7.07,6.03,NA,39.19,090
35509,,A,Art byp grft contral carotid,28.09,NA,6.82,6.47,NA,41.38,090
3551F,,I,Intrmed rsk thromboembolism,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35510,,A,Art byp grft carotid-brchial,24.39,NA,6.08,5.52,NA,35.99,090
35511,,A,Art byp grft subclav-subclav,22.20,NA,8.25,5.25,NA,35.70,090
35512,,A,Art byp grft subclav-brchial,23.89,NA,10.85,5.51,NA,40.25,090
35515,,A,Art byp grft subclav-vertbrl,26.09,NA,12.77,3.54,NA,42.40,090
35516,,A,Art byp grft subclav-axilary,24.21,NA,5.92,5.58,NA,35.71,090
35518,,A,Art byp grft axillary-axilry,22.65,NA,6.11,5.24,NA,34.00,090
3552F,,I,Hgh risk for thromboembolism,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35521,,A,Art byp grft axill-femoral,24.13,NA,6.21,5.56,NA,35.90,090
35522,,A,Art byp grft axill-brachial,23.15,NA,7.05,5.28,NA,35.48,090
35523,,A,Art byp grft brchl-ulnr-rdl,24.13,NA,7.95,5.45,NA,37.53,090
35525,,A,Art byp grft brachial-brchl,21.69,NA,7.06,4.93,NA,33.68,090
35526,,A,Art byp grft aor/carot/innom,31.55,NA,10.46,7.41,NA,49.42,090
35531,,A,Art byp grft aorcel/aormesen,39.11,NA,11.41,8.94,NA,59.46,090
35533,,A,Art byp grft axill/fem/fem,29.92,NA,7.25,6.73,NA,43.90,090
35535,,A,Art byp grft hepatorenal,38.13,NA,9.22,8.82,NA,56.17,090
35536,,A,Art byp grft splenorenal,33.73,NA,10.52,6.19,NA,50.44,090
35537,,A,Art byp grft aortoiliac,41.88,NA,18.24,9.53,NA,69.65,090
35538,,A,Art byp grft aortobi-iliac,47.03,NA,11.03,10.87,NA,68.93,090
35539,,A,Art byp grft aortofemoral,44.11,NA,10.65,10.54,NA,65.30,090
35540,,A,Art byp grft aortbifemoral,49.33,NA,14.66,11.12,NA,75.11,090
3555F,,I,Pt inr measurement performed,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35556,,A,Art byp grft fem-popliteal,26.75,NA,8.24,6.10,NA,41.09,090
35558,,A,Art byp grft fem-femoral,23.13,NA,7.84,5.18,NA,36.15,090
35560,,A,Art byp grft aortorenal,34.03,NA,8.19,7.85,NA,50.07,090
35563,,A,Art byp grft ilioiliac,26.12,NA,11.97,5.83,NA,43.92,090
35565,,A,Art byp grft iliofemoral,25.13,NA,8.18,5.75,NA,39.06,090
35566,,A,Art byp fem-ant-post tib/prl,32.35,NA,9.31,7.38,NA,49.04,090
35570,,A,Art byp tibial-tib/peroneal,29.15,NA,8.59,6.57,NA,44.31,090
35571,,A,Art byp pop-tibl-prl-other,25.52,NA,7.61,5.83,NA,38.96,090
35572,,A,Harvest femoropopliteal vein,6.81,NA,1.76,1.57,NA,10.14,ZZZ
35583,,A,Vein byp grft fem-popliteal,27.75,NA,8.40,6.34,NA,42.49,090
35585,,A,Vein byp fem-tibial peroneal,32.35,NA,9.50,7.41,NA,49.26,090
35587,,A,Vein byp pop-tibl peroneal,26.21,NA,7.98,6.00,NA,40.19,090
35600,,A,Harvest art for cabg add-on,4.94,NA,1.40,1.09,NA,7.43,ZZZ
35601,,A,Art byp common ipsi carotid,27.09,NA,7.87,6.14,NA,41.10,090
35606,,A,Art byp carotid-subclavian,22.46,NA,6.86,5.13,NA,34.45,090
35612,,A,Art byp subclav-subclavian,20.35,NA,6.14,4.72,NA,31.21,090
35616,,A,Art byp subclav-axillary,21.82,NA,5.58,5.03,NA,32.43,090
35621,,A,Art byp axillary-femoral,21.03,NA,6.41,4.82,NA,32.26,090
35623,,A,Art byp axillary-pop-tibial,25.92,NA,6.95,5.89,NA,38.76,090
35626,,A,Art byp aorsubcl/carot/innom,29.14,NA,10.27,6.68,NA,46.09,090
35631,,A,Art byp aor-celiac-msn-renal,36.03,NA,10.04,8.30,NA,54.37,090
35632,,A,Art byp ilio-celiac,36.13,NA,8.45,8.34,NA,52.92,090
35633,,A,Art byp ilio-mesenteric,39.11,NA,10.72,8.99,NA,58.82,090
35634,,A,Art byp iliorenal,35.33,NA,9.62,7.89,NA,52.84,090
35636,,A,Art byp spenorenal,31.75,NA,8.48,7.37,NA,47.60,090
35637,,A,Art byp aortoiliac,33.05,NA,10.31,7.57,NA,50.93,090
35638,,A,Art byp aortobi-iliac,33.60,NA,10.44,7.72,NA,51.76,090
35642,,A,Art byp carotid-vertebral,18.94,NA,8.72,4.48,NA,32.14,090
35645,,A,Art byp subclav-vertebrl,18.43,NA,7.78,4.35,NA,30.56,090
35646,,A,Art byp aortobifemoral,32.98,NA,9.88,7.53,NA,50.39,090
35647,,A,Art byp aortofemoral,29.73,NA,9.12,6.78,NA,45.63,090
35650,,A,Art byp axillary-axillary,20.16,NA,7.15,4.62,NA,31.93,090
35654,,A,Art byp axill-fem-femoral,26.28,NA,7.94,6.02,NA,40.24,090
35656,,A,Art byp femoral-popliteal,20.47,NA,6.67,4.68,NA,31.82,090
35661,,A,Art byp femoral-femoral,20.35,NA,6.87,4.66,NA,31.88,090
35663,,A,Art byp ilioiliac,23.93,NA,7.37,5.38,NA,36.68,090
35665,,A,Art byp iliofemoral,22.35,NA,7.02,5.05,NA,34.42,090
35666,,A,Art byp fem-ant-post tib/prl,23.66,NA,8.07,5.40,NA,37.13,090
35671,,A,Art byp pop-tibl-prl-other,20.77,NA,7.25,4.72,NA,32.74,090
35681,,A,Composite byp grft pros&vein,1.60,NA,0.39,0.37,NA,2.36,ZZZ
35682,,A,Composite byp grft 2 veins,7.19,NA,1.55,1.63,NA,10.37,ZZZ
35683,,A,Composite byp grft 3/> segmt,8.49,NA,1.59,1.90,NA,11.98,ZZZ
35685,,A,Bypass graft patency/patch,4.04,NA,0.87,0.92,NA,5.83,ZZZ
35686,,A,Bypass graft/av fist patency,3.34,NA,0.61,0.75,NA,4.70,ZZZ
35691,,A,Art trnsposj vertbrl carotid,18.41,NA,5.11,4.02,NA,27.54,090
35693,,A,Art trnsposj subclavian,15.73,NA,5.47,3.28,NA,24.48,090
35694,,A,Art trnsposj subclav carotid,19.28,NA,5.24,4.45,NA,28.97,090
35695,,A,Art trnsposj carotid subclav,20.06,NA,5.85,4.65,NA,30.56,090
35697,,A,Reimplant artery each,3.00,NA,0.65,0.68,NA,4.33,ZZZ
3570F,,M,Rprt bone scint xref w xray,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35700,,A,Reoperation bypass graft,3.08,NA,0.70,0.70,NA,4.48,ZZZ
35701,,A,Exploration carotid artery,9.19,NA,5.58,1.70,NA,16.47,090
3572F,,I,Pt consid poss risk fx,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35721,,A,Exploration femoral artery,7.72,NA,3.93,1.75,NA,13.40,090
3573F,,I,Pt not consid poss risk fx,0.00,0.00,0.00,0.00,0.00,0.00,XXX
35741,,A,Exploration popliteal artery,8.69,NA,4.37,1.92,NA,14.98,090
35761,,A,Exploration of artery/vein,5.93,NA,4.19,1.27,NA,11.39,090
35800,,A,Explore neck vessels,12.00,NA,6.43,2.42,NA,20.85,090
35820,,A,Explore chest vessels,36.89,NA,13.28,8.32,NA,58.49,090
35840,,A,Explore abdominal vessels,20.75,NA,9.21,4.71,NA,34.67,090
35860,,A,Explore limb vessels,15.25,NA,5.84,3.48,NA,24.57,090
35870,,A,Repair vessel graft defect,24.50,NA,6.41,5.57,NA,36.48,090
35875,,A,Removal of clot in graft,10.72,NA,4.25,2.49,NA,17.46,090
35876,,A,Removal of clot in graft,17.82,NA,5.92,4.04,NA,27.78,090
35879,,A,Revise graft w/vein,17.41,NA,5.70,3.94,NA,27.05,090
35881,,A,Revise graft w/vein,19.35,NA,6.19,4.38,NA,29.92,090
35883,,A,Revise graft w/nonauto graft,23.15,NA,7.00,5.30,NA,35.45,090
35884,,A,Revise graft w/vein,24.65,NA,5.98,5.68,NA,36.31,090
35901,,A,Excision graft neck,8.38,NA,4.21,1.90,NA,14.49,090
35903,,A,Excision graft extremity,9.53,NA,4.77,2.19,NA,16.49,090
35905,,A,Excision graft thorax,33.52,NA,10.73,7.63,NA,51.88,090
35907,,A,Excision graft abdomen,37.27,NA,10.21,8.60,NA,56.08,090
36000,,B,Place needle in vein,0.18,0.53,0.07,0.02,0.73,0.27,XXX
36002,,A,Pseudoaneurysm injection trt,1.96,2.36,0.85,0.28,4.60,3.09,000
36005,,A,Injection ext venography,0.95,8.05,0.30,0.15,9.15,1.40,000
36010,,A,Place catheter in vein,2.18,11.17,0.65,0.36,13.71,3.19,XXX
36011,,A,Place catheter in vein,3.14,19.85,0.96,0.47,23.46,4.57,XXX
36012,,A,Place catheter in vein,3.51,20.16,1.03,0.51,24.18,5.05,XXX
36013,,A,Place catheter in artery,2.52,18.98,0.74,0.32,21.82,3.58,XXX
36014,,A,Place catheter in artery,3.02,19.19,0.96,0.41,22.62,4.39,XXX
36015,,A,Place catheter in artery,3.51,20.52,1.08,0.39,24.42,4.98,XXX
36100,,A,Establish access to artery,3.02,9.90,0.80,0.65,13.57,4.47,XXX
36120,,A,Establish access to artery,2.01,9.52,0.55,0.38,11.91,2.94,XXX
36140,,A,Establish access to artery,1.76,9.88,0.52,0.35,11.99,2.63,XXX
36160,,A,Establish access to aorta,2.52,11.12,0.79,0.29,13.93,3.60,XXX
36200,,A,Place catheter in aorta,2.77,12.57,0.73,0.59,15.93,4.09,000
36215,,A,Place catheter in artery,4.67,26.49,1.46,0.68,31.84,6.81,XXX
36216,,A,Place catheter in artery,5.27,26.67,1.65,0.98,32.92,7.90,XXX
36217,,A,Place catheter in artery,6.29,46.41,1.93,1.18,53.88,9.40,XXX
36218,,A,Place catheter in artery,1.01,4.08,0.32,0.18,5.27,1.51,ZZZ
36221,,A,Place cath thoracic aorta,3.92,24.50,1.17,0.79,29.21,5.88,000
36222,,A,Place cath carotid/inom art,5.28,27.70,1.77,1.17,34.15,8.22,000
36223,,A,Place cath carotid/inom art,5.75,34.88,2.06,1.27,41.90,9.08,000
36224,,A,Place cath carotd art,6.25,45.56,2.52,1.55,53.36,10.32,000
36225,,A,Place cath subclavian art,5.75,33.24,1.97,1.32,40.31,9.04,000
36226,,A,Place cath vertebral art,6.25,42.87,2.45,1.48,50.60,10.18,000
36227,,A,Place cath xtrnl carotid,2.09,4.61,0.79,0.50,7.20,3.38,ZZZ
36228,,A,Place cath intracranial art,4.25,30.95,1.63,1.04,36.24,6.92,ZZZ
36245,,A,Ins cath abd/l-ext art 1st,4.65,31.46,1.54,0.79,36.90,6.98,XXX
36246,,A,Ins cath abd/l-ext art 2nd,5.02,17.35,1.47,0.97,23.34,7.46,000
36247,,A,Ins cath abd/l-ext art 3rd,6.04,35.36,1.78,1.05,42.45,8.87,000
36248,,A,Ins cath abd/l-ext art addl,1.01,3.21,0.31,0.11,4.33,1.43,ZZZ
36251,,A,Ins cath ren art 1st unilat,5.10,32.86,1.68,0.96,38.92,7.74,000
36252,,A,Ins cath ren art 1st bilat,6.74,33.94,2.33,1.48,42.16,10.55,000
36253,,A,Ins cath ren art 2nd+ unilat,7.30,54.30,2.40,0.85,62.45,10.55,000
36254,,A,Ins cath ren art 2nd+ bilat,7.90,51.02,2.68,1.74,60.66,12.32,000
36260,,A,Insertion of infusion pump,9.91,NA,6.19,2.39,NA,18.49,090
36261,,A,Revision of infusion pump,5.63,NA,2.40,1.36,NA,9.39,090
36262,,A,Removal of infusion pump,4.11,NA,3.64,0.91,NA,8.66,090
36299,,C,Vessel injection procedure,0.00,0.00,0.00,0.00,0.00,0.00,YYY
36400,,A,Bl draw < 3 yrs fem/jugular,0.38,0.35,0.10,0.04,0.77,0.52,XXX
36405,,A,Bl draw <3 yrs scalp vein,0.31,0.38,0.12,0.04,0.73,0.47,XXX
36406,,A,Bl draw <3 yrs other vein,0.18,0.33,0.06,0.02,0.53,0.26,XXX
36410,,A,Non-routine bl draw 3/> yrs,0.18,0.28,0.07,0.02,0.48,0.27,XXX
36415,,X,Routine venipuncture,0.00,0.00,0.00,0.00,0.00,0.00,XXX
36416,,B,Capillary blood draw,0.00,0.00,0.00,0.00,0.00,0.00,XXX
36420,,A,Vein access cutdown < 1 yr,1.01,NA,0.39,0.16,NA,1.56,XXX
36425,,A,Vein access cutdown > 1 yr,0.76,NA,0.30,0.10,NA,1.16,XXX
36430,,A,Blood transfusion service,0.00,0.97,NA,0.02,0.99,NA,XXX
36440,,A,Bl push transfuse 2 yr/<,1.03,NA,0.40,0.14,NA,1.57,XXX
36450,,A,Bl exchange/transfuse nb,3.50,NA,1.45,0.45,NA,5.40,XXX
36455,,A,Bl exchange/transfuse non-nb,2.43,NA,0.80,0.48,NA,3.71,XXX
36456,,A,Prtl exchange transfuse nb,2.00,NA,0.83,0.26,NA,3.09,XXX
36460,,A,Transfusion service fetal,6.58,NA,2.61,0.76,NA,9.95,XXX
36468,,R,Injection(s) spider veins,0.00,0.00,0.00,0.00,0.00,0.00,000
36470,,A,Injection therapy of vein,1.10,2.89,1.10,0.20,4.19,2.40,010
36471,,A,Injection therapy of veins,1.65,3.02,0.95,0.30,4.97,2.90,010
36473,,A,Endovenous mchnchem 1st vein,3.50,38.36,0.95,0.56,42.42,5.01,000
36474,,A,Endovenous mchnchem add-on,1.75,5.74,0.48,0.28,7.77,2.51,ZZZ
36475,,A,Endovenous rf 1st vein,5.30,36.69,1.78,1.08,43.07,8.16,000
36476,,A,Endovenous rf vein add-on,2.65,5.18,0.76,0.56,8.39,3.97,ZZZ
36478,,A,Endovenous laser 1st vein,5.30,27.78,1.79,1.02,34.10,8.11,000
36479,,A,Endovenous laser vein addon,2.65,5.64,0.82,0.52,8.81,3.99,ZZZ
36481,,A,Insertion of catheter vein,6.73,48.18,2.35,0.70,55.61,9.78,000
3650F,,I,Eeg ordered rvwd reqstd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
36500,,A,Insertion of catheter vein,3.51,NA,1.20,0.59,NA,5.30,000
36510,,A,Insertion of catheter vein,1.09,1.24,0.39,0.14,2.47,1.62,000
36511,,A,Apheresis wbc,1.74,NA,0.82,0.13,NA,2.69,000
36512,,A,Apheresis rbc,1.74,NA,0.86,0.12,NA,2.72,000
36513,,A,Apheresis platelets,1.74,NA,0.81,0.25,NA,2.80,000
36514,,A,Apheresis plasma,1.74,13.43,0.78,0.17,15.34,2.69,000
36515,,A,Apheresis adsorp/reinfuse,1.74,57.08,0.62,0.20,59.02,2.56,000
36516,,A,Apheresis selective,1.22,58.05,0.50,0.30,59.57,2.02,000
36522,,A,Photopheresis,1.67,38.48,1.16,0.12,40.27,2.95,000
36555,,A,Insert non-tunnel cv cath,2.43,3.21,0.45,0.19,5.83,3.07,000
36556,,A,Insert non-tunnel cv cath,2.50,3.85,0.69,0.29,6.64,3.48,000
36557,,A,Insert tunneled cv cath,4.89,20.13,3.10,1.09,26.11,9.08,010
36558,,A,Insert tunneled cv cath,4.59,15.14,2.42,0.62,20.35,7.63,010
36560,,A,Insert tunneled cv cath,6.04,21.96,3.28,0.56,28.56,9.88,010
36561,,A,Insert tunneled cv cath,5.79,24.15,3.07,0.99,30.93,9.85,010
36563,,A,Insert tunneled cv cath,5.99,27.59,3.33,1.37,34.95,10.69,010
36565,,A,Insert tunneled cv cath,5.79,18.14,2.65,1.26,25.19,9.70,010
36566,,A,Insert tunneled cv cath,6.29,145.91,3.27,1.27,153.47,10.83,010
36568,,A,Insert picc cath,1.67,5.20,0.63,0.16,7.03,2.46,000
36569,,A,Insert picc cath,1.82,5.12,0.67,0.16,7.10,2.65,000
36570,,A,Insert picvad cath,5.11,29.01,3.09,0.96,35.08,9.16,010
36571,,A,Insert picvad cath,5.09,28.43,2.92,0.97,34.49,8.98,010
36575,,A,Repair tunneled cv cath,0.67,3.95,0.25,0.09,4.71,1.01,000
36576,,A,Repair tunneled cv cath,2.99,5.41,1.79,0.56,8.96,5.34,010
36578,,A,Replace tunneled cv cath,3.29,8.94,2.07,0.52,12.75,5.88,010
36580,,A,Replace cvad cath,1.31,4.61,0.47,0.15,6.07,1.93,000
36581,,A,Replace tunneled cv cath,3.23,16.37,1.69,0.39,19.99,5.31,010
36582,,A,Replace tunneled cv cath,4.99,22.81,2.62,0.84,28.64,8.45,010
36583,,A,Replace tunneled cv cath,5.04,29.22,3.15,1.19,35.45,9.38,010
36584,,A,Replace picc cath,1.20,4.50,0.61,0.11,5.81,1.92,000
36585,,A,Replace picvad cath,4.59,25.18,2.55,0.78,30.55,7.92,010
36589,,A,Removal tunneled cv cath,2.28,2.09,1.37,0.32,4.69,3.97,010
36590,,A,Removal tunneled cv cath,3.10,2.69,1.87,0.56,6.35,5.53,010
36591,,T,Draw blood off venous device,0.00,0.66,NA,0.01,0.67,NA,XXX
36592,,T,Collect blood from picc,0.00,0.74,NA,0.01,0.75,NA,XXX
36593,,A,Declot vascular device,0.00,0.87,NA,0.02,0.89,NA,XXX
36595,,A,Mech remov tunneled cv cath,3.59,12.65,1.35,0.38,16.62,5.32,000
36596,,A,Mech remov tunneled cv cath,0.75,2.90,0.45,0.09,3.74,1.29,000
36597,,A,Reposition venous catheter,1.21,2.28,0.44,0.12,3.61,1.77,000
36598,,T,Inj w/fluor eval cv device,0.74,2.34,0.26,0.07,3.15,1.07,000
36600,,A,Withdrawal of arterial blood,0.32,0.55,0.10,0.02,0.89,0.44,XXX
36620,,A,Insertion catheter artery,1.15,NA,0.22,0.10,NA,1.47,000
36625,,A,Insertion catheter artery,2.11,NA,0.57,0.34,NA,3.02,000
36640,,A,Insertion catheter artery,2.10,NA,1.05,0.16,NA,3.31,000
36660,,A,Insertion catheter artery,1.40,NA,0.54,0.19,NA,2.13,000
36680,,A,Insert needle bone cavity,1.20,NA,0.31,0.18,NA,1.69,000
36800,,A,Insertion of cannula,2.43,NA,0.79,0.35,NA,3.57,000
36810,,A,Insertion of cannula,3.96,NA,1.60,0.70,NA,6.26,000
36815,,A,Insertion of cannula,2.62,NA,0.79,0.59,NA,4.00,000
36818,,A,Av fuse uppr arm cephalic,12.39,NA,5.07,2.86,NA,20.32,090
36819,,A,Av fuse uppr arm basilic,13.29,NA,5.10,3.07,NA,21.46,090
36820,,A,Av fusion/forearm vein,13.07,NA,5.35,3.02,NA,21.44,090
36821,,A,Av fusion direct any site,11.90,NA,4.81,2.74,NA,19.45,090
36823,,A,Insertion of cannula(s),22.98,NA,11.83,5.43,NA,40.24,090
36825,,A,Artery-vein autograft,14.17,NA,5.94,3.29,NA,23.40,090
36830,,A,Artery-vein nonautograft,12.03,NA,4.76,2.77,NA,19.56,090
36831,,A,Open thrombect av fistula,11.00,NA,4.53,2.54,NA,18.07,090
36832,,A,Av fistula revision open,13.50,NA,5.56,3.11,NA,22.17,090
36833,,A,Av fistula revision,14.50,NA,5.94,3.35,NA,23.79,090
36835,,A,Artery to vein shunt,7.51,NA,4.99,1.80,NA,14.30,090
36838,,A,Dist revas ligation hemo,21.69,NA,6.89,4.98,NA,33.56,090
36860,,A,External cannula declotting,2.01,3.76,1.01,0.18,5.95,3.20,000
